id,都道府県id,低料金順位,全国順位,団体名,水道料金（円）,値上げ率（％）,料金回収率（％）,経常収支比率（％）,財政力指数
901,30,17,575,紀美野町,3218,0,116.25,117.38,0.21
902,30,18,658,かつらぎ町,3440,0,102.45,111.27,0.37
903,30,22,849,高野町,3920,0,108.73,113.27,0.2
904,30,7,200,湯浅町,2454,0,87.37,88.52,0.34
905,30,15,534,有田川町,3130,0,152.79,151.41,0.35
906,30,5,151,美浜町,2354,0,106.2,109.06,0.3
907,30,21,781,日高町,3714,0,84.52,93.54,0.29
908,30,23,884,由良町,4012,0,118.11,119.89,0.34
909,30,2,60,みなべ町,1998,0,132.7,130.83,0.31
910,30,1,2,白浜町,1070,0,102.83,111.44,0.47
911,30,4,90,上富田町,2160,0,148.63,146.65,0.48
912,30,13,447,すさみ町,2926,0,124.21,119.95,0.19
913,30,12,422,那智勝浦町,2880,0,89.34,92.71,0.34
914,30,19,663,串本町,3447,0,102.04,102.46,0.28
915,31,8,447,鳥取市,2926,0,89.91,97.94,0.52
916,31,5,315,米子市,2691,0,122.24,125.07,0.67
917,31,4,176,倉吉市,2398,0,100.63,115.35,0.44
918,31,10,572,岩美町,3207,0,99.96,107.29,0.27
919,31,12,1094,智頭町,4640,0,124.88,119.72,0.21
920,31,1,90,三朝町,2160,0,99.99,108.13,0.24
921,31,1,90,湯梨浜町,2160,0,98.23,105.35,0.27
922,31,11,776,琴浦町,3695,0,125.07,124.3,0.33
923,31,9,466,北栄町,2970,0,132.11,128.37,0.31
924,31,6,319,大山町,2698,0,96.97,103.08,0.26
925,31,7,399,南部町,2847,0,103.33,105.25,0.27
926,31,1,90,伯耆町,2160,0,58.48,84.92,0.31
927,32,7,945,松江市,4179,0,115.29,121.23,0.57
928,32,2,347,浜田市,2717,0,99.39,106.92,0.41
929,32,3,428,出雲市,2896,0,119.42,124.1,0.52
930,32,5,522,益田市,3078,0,103.5,110.59,0.4
931,32,9,1157,大田市,4968,0,82.29,108.91,0.28
932,32,4,516,安来市,3066,0,100.8,107.1,0.37
933,32,8,1109,江津市,4723,0,88.69,105.81,0.33
934,32,10,1170,雲南市,5028,0,94.11,106.14,0.25
935,32,6,881,隠岐の島町,4002,0,114.66,115.96,0.19
936,32,1,298,斐川宍道水道企業団,2647,0,95.94,110.53,-
937,33,6,425,岡山市,2894,0,111.71,115.99,0.8
938,33,2,44,倉敷市,1879,0,105.05,114.63,0.86
939,33,19,937,津山市,4158,0,106.84,118.39,0.54
940,33,3,88,玉野市,2154,0,110.79,112.29,0.58
941,33,23,1093,笠岡市,4622,0,115.33,117.38,0.55
942,33,8,498,井原市,3024,0,106.17,116.22,0.41
943,33,5,361,総社市,2754,0,105.43,125.17,0.58
944,33,9,604,高梁市,3280,0,102.6,106.37,0.32
945,33,15,798,新見市,3780,0,130.49,127.64,0.25
946,33,7,452,備前市,2937,0,108.53,112.88,0.45
947,33,14,786,瀬戸内市,3736,0,112.36,116.67,0.54
948,33,13,777,赤磐市,3696,0,108.82,111.03,0.47
949,33,21,965,真庭市,4234,-1.24,95.56,116.01,0.31
950,33,18,920,美作市,4104,1.89,103.8,108.28,0.26
951,33,11,655,浅口市,3430,0,85.9,97.97,0.44
952,33,4,251,和気町,2571,0,149.41,137.9,0.31
953,33,1,15,早島町,1561,0,84.89,106.66,0.67
954,33,12,752,里庄町,3618,0,110.3,109.66,0.58
955,33,10,612,矢掛町,3315,0,105.74,112.97,0.39
956,33,16,912,鏡野町,4100,0,99.17,114.87,0.35
957,33,16,912,勝央町,4100,0,82.81,99.41,0.5
958,33,22,1010,奈義町,4360,0,81.67,102.81,0.29
959,33,20,964,吉備中央町,4232,0,67.24,117.51,0.25
960,34,3,180,広島市,2408,0,103.73,110.85,0.84
961,34,12,791,呉市,3758,0,96.9,105.7,0.61
962,34,5,476,竹原市,2980,44.17,112.88,114.62,0.61
963,34,11,749,三原市,3607,0,102.23,107.27,0.59
964,34,16,910,尾道市,4093,0,113.65,114.19,0.58
965,34,4,340,福山市,2710,0,118.71,124.62,0.82
966,34,12,791,府中市,3758,0,97.26,104.78,0.47
967,34,6,509,三次市,3044,0,77.61,101.64,0.33
968,34,14,806,庄原市,3791,7.7,96.4,109.95,0.26
969,34,2,109,大竹市,2213,0,97.39,110.5,0.82
970,34,15,851,東広島市,3927,0,109.79,118.98,0.81
971,34,8,596,廿日市市,3255,0,106.36,113.82,0.65
972,34,9,635,安芸高田市,3380,0,106,105.24,0.32
973,34,18,1172,江田島市,5054,0,119.97,122.67,0.32
974,34,1,77,海田町,2105,0,102.53,116.79,0.8
975,34,17,1112,熊野町,4743,0,109.52,113.15,0.55
976,34,7,533,北広島町,3121,0,128.3,147.71,0.35
977,34,10,728,世羅町,3564,0,58.49,96.35,0.32
978,35,12,779,下関市,3701,0,112.84,119.7,0.55
979,35,10,607,宇部市,3283,0,115.56,123.01,0.71
980,35,7,392,山口市,2813,0,112.84,116.17,0.65
981,35,3,125,萩市,2268,0,89.15,111.29,0.32
982,35,6,225,防府市,2494,0,118.61,123.72,0.82
983,35,1,13,下松市,1516,0,116.88,127.71,0.88
984,35,2,32,岩国市,1782,0,105.17,120.15,0.58
985,35,4,155,光市,2360,0,106.89,116.4,0.73
986,35,9,435,長門市,2916,0,78.23,102.2,0.33
987,35,13,1103,柳井市,4665,0,80.29,112.92,0.53
988,35,5,178,美祢市,2402,0,77.9,110.85,0.38
989,35,8,396,周南市,2840,0,104.93,112.7,0.79
990,35,11,685,山陽小野田市,3477,0,117.67,121.26,0.66
991,35,14,1108,田布施・平生水道企業団,4708,0,77.19,108.71,-
992,36,7,181,徳島市,2411,0,114.99,117.85,0.81
993,36,2,78,鳴門市,2106,0,96.69,99.1,0.65
994,36,3,90,小松島市,2160,0,110.37,109.27,0.54
995,36,1,64,阿南市,2040,0,105.93,109.44,0.88
996,36,10,228,吉野川市,2500,0,115.37,124.71,0.38
997,36,9,211,阿波市,2480,0,103.97,107.21,0.35
998,36,16,667,美馬市,3456,0,121.43,122.14,0.3
999,36,18,766,三好市,3672,0,82.17,84.24,0.21
1000,36,19,873,石井町,3996,0,136.33,137.91,0.51
1001,36,15,480,牟岐町,2990,0,101.54,102.4,0.19
1002,36,14,458,美波町,2950,0,112.9,115.15,0.17
1003,36,12,307,海陽町,2670,0,116.16,115.62,0.18
1004,36,6,162,松茂町,2376,0,127.74,124.18,0.9
1005,36,8,192,北島町,2440,0,124.29,129.09,0.76
1006,36,4,104,藍住町,2200,0,125.62,130.12,0.7
1007,36,5,158,板野町,2370,0,116.93,116.34,0.51
1008,36,11,250,上板町,2570,0,123.94,122.73,0.41
1009,36,13,431,つるぎ町,2910,0,93.8,94.48,0.19
1010,36,17,723,東みよし町,3560,0,120.87,123.81,0.31
1011,37,10,873,高松市,3996,0,112.33,112.83,0.82
1012,37,1,384,丸亀市,2808,0,109.33,115.64,0.69
1013,37,3,584,坂出市,3240,0,107.32,109.85,0.85
1014,37,4,623,善通寺市,3340,0,103.3,108.55,0.51
1015,37,7,796,観音寺市,3769,0,115.63,117.52,0.63
1016,37,9,871,さぬき市,3990,0,114.13,116.56,0.42
1017,37,2,423,東かがわ市,2890,0,105.12,107.64,0.44
1018,37,14,1064,三豊市,4536,0,117.43,118.87,0.48
1019,37,16,1212,土庄町,5390,0,121.09,120.97,0.36
1020,37,15,1086,小豆島町,4580,0,100.16,100.83,0.32
1021,37,5,642,三木町,3399,0,105.15,107.39,0.56
1022,37,12,937,宇多津町,4158,0,107.58,111.56,0.87
1023,37,11,920,綾川町,4104,0,111.62,113.99,0.54
1024,37,13,944,琴平町,4174,0,116.4,117.04,0.39
1025,37,6,745,多度津町,3596,0,107.39,108.82,0.65
1026,37,8,798,まんのう町,3780,0,104.1,106.14,0.37
1027,38,7,357,松山市,2741,0,125.43,127.83,0.75
1028,38,8,406,今治市,2862,9.61,108.12,120.42,0.57
1029,38,16,1114,宇和島市,4745,12.65,117.32,119.77,0.33
1030,38,13,735,八幡浜市,3570,0,108.47,120.65,0.35
1031,38,1,57,新居浜市,1981,0,108.91,116.71,0.76
1032,38,3,216,西条市,2484,0,105.74,108.77,0.7
1033,38,12,667,大洲市,3456,0,111.82,115.38,0.36
1034,38,5,291,伊予市,2630,0,108.98,111.14,0.43
1035,38,11,584,四国中央市,3240,0,102.33,106.39,0.77
1036,38,15,954,西予市,4212,0,96.81,101.32,0.24
1037,38,6,340,東温市,2710,0,66.22,85.72,0.51
1038,38,17,1240,上島町,5907,0,130.71,122.22,0.18
1039,38,2,99,松前町,2163,0,98.82,102.66,0.75
1040,38,4,284,砥部町,2610,0,96.11,98.92,0.46
1041,38,9,464,内子町,2960,0,87.71,117.72,0.26
1042,38,10,486,伊方町,3000,0,77.88,104.16,0.52
1043,38,18,1254,鬼北町,6372,0,101.41,119.68,0.22
1044,38,14,818,愛南町,3830,12.98,88.46,101.81,0.23
1045,39,15,355,高知市,2736,0,123.29,127.32,0.59
1046,39,16,466,室戸市,2970,0,117.62,122.15,0.22
1047,39,6,113,安芸市,2225,0,127.48,130.6,0.29
1048,39,8,140,南国市,2290,0,106.28,111.5,0.59
1049,39,3,62,土佐市,2019,0,101.94,106.16,0.37
1050,39,14,320,須崎市,2700,0,118.3,121.58,0.4
1051,39,11,209,宿毛市,2475,0,127.8,127.61,0.35
1052,39,12,263,土佐清水市,2592,0,97.49,102.33,0.25
1053,39,10,172,四万十市,2384,19.98,125.6,128.52,0.33
1054,39,8,140,香南市,2290,0,118.78,117.57,0.35
1055,39,4,66,香美市,2052,0,121.36,126.2,0.29
1056,39,2,44,いの町,1879,0,103.75,108.7,0.34
1057,39,5,69,佐川町,2066,0,103.86,110.8,0.31
1058,39,1,8,越知町,1458,0,121.32,120.72,0.19
1059,39,13,285,四万十町,2613,0,82.3,105.03,0.21
1060,39,7,132,黒潮町,2270,0,96.54,100.73,0.2
1061,40,1,173,北九州市,2397,0,98.57,111.75,0.73
1062,40,9,608,福岡市,3294,0,115.1,121.95,0.89
1063,40,24,848,大牟田市,3909,0,108.55,116.36,0.5
1064,40,6,435,久留米市,2916,0,119.86,120.68,0.66
1065,40,34,901,直方市,4060,0,92.26,100.36,0.55
1066,40,4,306,飯塚市,2667,0,98.88,107.06,0.5
1067,40,31,868,田川市,3970,0,117.82,117.46,0.42
1068,40,10,637,柳川市,3390,0,102.51,106.92,0.45
1069,40,45,1054,八女市,4510,0,122.69,128.54,0.39
1070,40,14,707,筑後市,3520,0,144.05,138.78,0.64
1071,40,34,901,大川市,4060,0,97.54,98.85,0.52
1072,40,26,852,行橋市,3930,0,146.98,149.3,0.63
1073,40,46,1060,豊前市,4530,0,85.63,97.76,0.49
1074,40,2,195,中間市,2451,0,99.83,107.23,0.43
1075,40,36,906,筑紫野市,4080,0,111.63,117.53,0.76
1076,40,38,920,大野城市,4104,0,93.27,108.09,0.8
1077,40,27,853,太宰府市,3931,0,117.13,122.37,0.68
1078,40,25,849,古賀市,3920,0,107.29,116.13,0.68
1079,40,19,808,宮若市,3800,0,102.5,106.85,0.57
1080,40,8,530,嘉麻市,3110,0,119.1,121.32,0.27
1081,40,17,766,朝倉市,3672,0,113.05,116.96,0.54
1082,40,13,691,みやま市,3489,0,103.32,111.88,0.41
1083,40,39,981,糸島市,4270,0,104.63,112.33,0.54
1084,40,40,986,宇美町,4290,22.57,93.5,100.07,0.58
1085,40,18,807,篠栗町,3797,0,90.11,96.48,0.54
1086,40,23,834,志免町,3886,0,103.77,114.97,0.73
1087,40,28,855,須恵町,3940,0,102.5,108.08,0.57
1088,40,30,863,新宮町,3960,0,102.92,121.97,0.86
1089,40,3,211,久山町,2480,0,105.99,131.58,0.78
1090,40,16,764,粕屋町,3670,0,113.72,119.29,0.84
1091,40,7,455,岡垣町,2940,0,94.98,101.1,0.55
1092,40,32,870,小竹町,3980,0,97.49,100.77,0.31
1093,40,12,667,鞍手町,3456,0,96.57,100.89,0.46
1094,40,5,379,桂川町,2800,0,117.38,119.44,0.39
1095,40,44,1024,筑前町,4428,0,57.71,98.6,0.47
1096,40,19,808,大木町,3800,2.7,124.75,124.72,0.51
1097,40,43,1021,広川町,4420,0,126.96,124.59,0.6
1098,40,41,1012,香春町,4377,0.92,95.64,97.15,0.33
1099,40,29,862,添田町,3952,0,97.2,99.6,0.21
1100,40,49,1126,糸田町,4770,0,98.09,100.18,0.23
1101,40,48,1115,川崎町,4746,0,101.47,105.62,0.3
1102,40,11,643,大任町,3400,0,72.53,83.35,0.19
1103,40,46,1060,福智町,4530,0,100.06,106.75,0.26
1104,40,15,757,苅田町,3630,0,103.27,111.18,1.12
1105,40,42,1018,みやこ町,4410,0,49.85,101.02,0.39
1106,40,37,912,吉富町,4100,0,113.47,118.25,0.39
1107,40,50,1138,築上町,4830,0,108.03,114.01,0.34
1108,40,33,899,宗像地区事務組合,4059,0,111.32,122.94,-
1109,40,22,818,三井水道企業団,3830,0,100.94,106.14,-
1110,40,21,811,春日那珂川水道企業団,3801,0,104.45,116.35,-
1111,41,3,667,佐賀市,3456,0,106.64,117.05,0.64
1112,41,7,1003,唐津市,4326,0,98.15,104.28,0.42
1113,41,12,1139,鳥栖市,4860,0,111.89,117.59,0.94
1114,41,12,1139,多久市,4860,0,96.45,109.72,0.37
1115,41,9,1007,伊万里市,4350,0,104.4,107.15,0.6
1116,41,11,1082,武雄市,4568,0,99.23,103.54,0.48
1117,41,5,836,鹿島市,3888,0,119.64,122.7,0.45
1118,41,2,625,小城市,3348,0,109.72,115.32,0.41
1119,41,4,787,嬉野市,3740,0,90.34,106.76,0.39
1120,41,10,1074,玄海町,4540,0,46.44,104.06,1.03
1121,41,14,1152,有田町,4924,0,116.88,118.21,0.37
1122,41,17,1232,大町町,5616,0,83.48,94.76,0.34
1123,41,15,1190,江北町,5180,0,100.21,109.71,0.37
1124,41,16,1207,白石町,5351,0,88.99,103.32,0.34
1125,41,1,494,太良町,3020,0,112.33,113.52,0.24
1126,41,8,1006,西佐賀水道企業団,4345,0,106.58,112.97,-
1127,41,5,836,佐賀東部水道企業団,3888,0,94.51,101.12,-
1128,42,14,1031,長崎市,4433,0,122.35,125.69,0.57
1129,42,11,931,佐世保市,4119,0,110.15,112.88,0.51
1130,42,3,361,島原市,2754,0,110.26,112.26,0.42
1131,42,7,711,諫早市,3530,0,108.82,114.5,0.52
1132,42,13,988,大村市,4298,7.56,119.94,120.94,0.61
1133,42,16,1110,平戸市,4730,0,94.12,103.68,0.24
1134,42,1,210,松浦市,2478,0,113,120.02,0.39
1135,42,9,830,対馬市,3880,0,95.04,100.49,0.19
1136,42,12,943,壱岐市,4170,0,118.33,118.68,0.22
1137,42,8,766,五島市,3672,0,114.81,114.45,0.23
1138,42,15,1054,西海市,4510,25.98,113.74,111.96,0.33
1139,42,2,311,雲仙市,2680,0,105.53,117.22,0.27
1140,42,5,548,南島原市,3136,0,104.79,108.69,0.26
1141,42,10,836,長与町,3888,0,117.68,121.18,0.66
1142,42,18,1227,時津町,5562,0,131.19,134.8,0.68
1143,42,6,664,川棚町,3450,0,93.63,101.14,0.36
1144,42,17,1116,波佐見町,4750,0,114.05,115.21,0.41
1145,42,4,534,佐々町,3130,0,139.08,139.13,0.49
1146,43,18,461,熊本市,2959,0.24,122.03,125.39,0.72
1147,43,3,228,八代市,2500,0,129.77,126.52,0.49
1148,43,4,244,人吉市,2546,0,100.12,112.95,0.43
1149,43,13,320,荒尾市,2700,0,104.32,112.61,0.46
1150,43,10,305,水俣市,2660,0,142.84,148.21,0.36
1151,43,5,257,玉名市,2590,0,99.29,110.49,0.44
1152,43,16,356,山鹿市,2740,0,94.42,111.83,0.33
1153,43,22,635,菊池市,3380,0,99.35,107.43,0.43
1154,43,23,664,宇土市,3450,0,92.13,107.74,0.51
1155,43,27,1251,上天草市,6264,0,85.52,111.26,0.25
1156,43,25,1057,宇城市,4520,0,81.08,96.37,0.39
1157,43,8,293,阿蘇市,2635,0,72.45,94.39,0.36
1158,43,26,1155,天草市,4946,0,97.05,111.34,0.27
1159,43,5,257,合志市,2590,0,129.24,136.37,0.64
1160,43,9,295,長洲町,2640,0,111.46,115.38,0.54
1161,43,19,466,小国町,2970,0,112.69,113.65,0.22
1162,43,1,211,南阿蘇村,2480,0,11.19,88.41,0.29
1163,43,21,604,御船町,3280,0,67.8,87.31,0.37
1164,43,7,281,益城町,2597,0,69.73,82.6,0.56
1165,43,12,314,甲佐町,2686,-0.07,95.2,100.85,0.3
1166,43,15,339,山都町,2708,0,112.69,115.23,0.2
1167,43,17,367,芦北町,2760,0,100.97,103.87,0.3
1168,43,24,751,多良木町,3610,0,116.83,116.55,0.22
1169,43,20,494,湯前町,3020,0,174.24,157.07,0.16
1170,43,2,216,あさぎり町,2484,0,124.19,123.77,0.23
1171,43,11,307,大津菊陽水道企業団,2670,0,108.45,128.66,-
1172,43,13,320,八代生活環境事務組合,2700,0,112,111.43,-
1173,44,13,608,大分市,3294,0,128.23,133.57,0.89
1174,44,4,416,別府市,2869,0,99.95,104.53,0.57
1175,44,16,774,中津市,3687,0,128.22,135.33,0.5
1176,44,14,614,日田市,3320,0,111.67,120.5,0.4
1177,44,3,396,佐伯市,2840,0,104.3,109.17,0.31
1178,44,6,451,臼杵市,2930,0,110.2,113,0.38
1179,44,2,311,津久見市,2680,0,113.26,118.36,0.44
1180,44,15,667,竹田市,3456,0,97.75,99.79,0.24
1181,44,5,423,豊後高田市,2890,0,105.98,113.37,0.29
1182,44,11,554,杵築市,3150,0,115.9,121.8,0.34
1183,44,12,557,宇佐市,3160,0,100.5,103.89,0.43
1184,44,10,549,豊後大野市,3140,0,101.62,104.7,0.27
1185,44,7,466,由布市,2970,0,83.56,97.5,0.46
1186,44,9,534,国東市,3130,,76.17,91.11,0.3
1187,44,1,102,日出町,2188,0,123.11,126.8,0.54
1188,44,8,498,玖珠町,3024,11.18,125.38,120.35,0.35
1189,45,16,616,宮崎市,3326,18.45,110.25,118.5,0.65
1190,45,4,282,都城市,2602,0,103.54,112.59,0.52
1191,45,5,337,延岡市,2703,0,106.71,110.74,0.47
1192,45,9,481,日南市,2991,0,105.33,108.91,0.39
1193,45,6,396,小林市,2840,0,122.79,126.42,0.37
1194,45,2,125,日向市,2268,0,114.55,120.14,0.5
1195,45,20,1050,串間市,4492,0,104.5,113.56,0.26
1196,45,10,488,西都市,3002,0,102.04,111.75,0.37
1197,45,13,572,えびの市,3207,0,98.2,101.36,0.34
1198,45,11,498,三股町,3024,0,106.78,117.57,0.42
1199,45,7,425,高原町,2894,0,106.07,107.25,0.24
1200,45,17,715,国富町,3532,12.7,110.43,117.92,0.5
1201,45,3,183,綾町,2420,0,105.6,108.17,0.25
1202,45,15,594,高鍋町,3250,0,100,110.43,0.5
1203,45,8,476,新富町,2980,0,107.46,107.45,0.42
1204,45,19,791,川南町,3758,0,133.06,133.75,0.38
1205,45,18,749,都農町,3607,0,110.69,116.57,0.29
1206,45,1,90,門川町,2160,0,115.43,115.46,0.37
1207,45,14,584,高千穂町,3240,0,104.25,109.28,0.23
1208,45,12,523,一ツ瀬川営農飲雑用水広域水道企業団,3088,0,117.36,110.86,-
1209,46,14,524,鹿児島市,3099,0,112.64,116.73,0.71
1210,46,13,498,鹿屋市,3024,0,124.62,128.95,0.47
1211,46,15,532,枕崎市,3118,0,110.96,115.38,0.4
1212,46,12,494,阿久根市,3020,0,127.1,127.54,0.34
1213,46,2,73,出水市,2084,0,98.85,105.45,0.38
1214,46,1,56,指宿市,1980,0,114.8,115.9,0.38
1215,46,30,1224,西之表市,5508,0,105.09,109.02,0.27
1216,46,16,559,垂水市,3164,0,120.98,123.41,0.27
1217,46,19,620,薩摩川内市,3330,9.9,114.18,118.59,0.49
1218,46,9,359,日置市,2750,0,108.99,111.92,0.37
1219,46,25,764,曽於市,3670,0,101.35,113.87,0.29
1220,46,11,492,霧島市,3013,0,120.97,129.1,0.54
1221,46,3,195,いちき串木野市,2451,0,100.93,102.83,0.4
1222,46,23,706,南さつま市,3514,3.05,116.57,118.36,0.28
1223,46,4,257,志布志市,2590,0,105.95,117.65,0.36
1224,46,21,653,奄美市,3423,0,96.97,110.1,0.27
1225,46,4,257,南九州市,2590,0,102.53,110.21,0.34
1226,46,18,570,伊佐市,3196,0,102.47,117.1,0.38
1227,46,17,563,姶良市,3186,0,130.75,136.28,0.49
1228,46,7,295,さつま町,2640,0,99.59,103.47,0.34
1229,46,8,320,湧水町,2700,0,89.46,122.59,0.28
1230,46,20,649,大崎町,3410,0,119.11,121.46,0.32
1231,46,22,667,肝付町,3456,0,103.3,105.4,0.28
1232,46,24,728,中種子町,3564,0,112.73,112.07,0.23
1233,46,26,942,瀬戸内町,4168,0,120.27,122.18,0.16
1234,46,6,263,徳之島町,2592,0,93.53,103.87,0.23
1235,46,10,368,伊仙町,2764,0,53.49,121.64,0.12
1236,46,28,1129,和泊町,4794,0,100.74,102.07,0.18
1237,46,27,1084,知名町,4578,0,100.27,104.8,0.17
1238,46,29,1167,与論町,5022,0,107.16,107.65,0.14
1239,47,6,484,那覇市,2995,0,109.03,116.06,0.77
1240,47,14,628,宜野湾市,3350,0,109.12,113.78,0.65
1241,47,5,443,石垣市,2921,0,117.45,115.72,0.4
1242,47,10,563,浦添市,3186,0,101.83,106.16,0.73
1243,47,13,622,名護市,3337,0,118.93,118.67,0.43
1244,47,18,687,糸満市,3483,0,107.4,110.97,0.47
1245,47,8,551,沖縄市,3142,0,100.7,103.82,0.55
1246,47,23,775,豊見城市,3693,0,116.76,117.94,0.59
1247,47,15,643,うるま市,3400,0,102.07,105.97,0.46
1248,47,21,722,宮古島市,3557,0,119.75,118.52,0.32
1249,47,20,716,南城市,3533,0,106.84,109.07,0.35
1250,47,18,687,本部町,3483,0,112.67,112.25,0.3
1251,47,7,524,恩納村,3099,0,109.35,109.39,0.51
1252,47,3,182,宜野座村,2414,0,68.05,118.96,0.29
1253,47,1,17,金武町,1600,0,97.83,101.94,0.34
1254,47,25,1153,伊江村,4932,0,115.96,111.17,0.17
1255,47,12,593,読谷村,3244,0,119.92,121.18,0.57
1256,47,2,40,嘉手納町,1840,0,48.81,103.09,0.59
1257,47,4,263,北谷町,2592,0,95.28,118.87,0.75
1258,47,8,551,北中城村,3142,0,110.61,113.43,0.52
1259,47,22,761,中城村,3660,0,105.68,108.56,0.54
1260,47,17,680,西原町,3463,0,106.38,108.34,0.63
1261,47,24,847,与那原町,3905,0,109.29,110.89,0.46
1262,47,11,575,久米島町,3218,0,124.48,123.19,0.19
1263,47,16,652,南部水道企業団,3421,0,110.75,111.33,-
