id,都道府県id,低料金順位,全国順位,団体名,水道料金（円）,値上げ率（％）,料金回収率（％）,経常収支比率（％）,財政力指数
443,12,18,825,長生郡市広域市町村圏組合,3871,0,80.3,100.5,-
444,13,4,340,東京都,2710,0,98.1,111.21,1.1
445,13,3,313,武蔵野市,2681,0,102.72,108.06,1.49
446,13,1,35,昭島市,1803,0,139.03,146.37,0.98
447,13,2,205,羽村市,2462,0,124.75,132.39,1.01
448,13,6,859,大島町,3947,19.82,97.92,102.71,0.35
449,13,5,584,八丈町,3240,2.86,96.75,99.88,0.31
450,14,13,206,神奈川県,2463,0,103.22,113.71,0.91
451,14,15,302,横浜市,2652,0,104.91,116.7,0.97
452,14,12,133,川崎市,2278,0,81.6,102.85,1
453,14,14,255,横須賀市,2581,0,110.97,117.99,0.8
454,14,11,110,小田原市,2214,35.83,94.28,104.53,0.96
455,14,17,512,三浦市,3056,0,84.53,88.72,0.64
456,14,7,38,秦野市,1836,25.07,105.03,115.82,0.9
457,14,10,107,座間市,2207,0,103.82,118.13,0.89
458,14,4,16,南足柄市,1566,0,97.54,105.1,0.92
459,14,1,8,中井町,1458,0,163.04,152.51,0.99
460,14,5,25,大井町,1652,0,106.97,122.23,0.86
461,14,1,8,松田町,1458,0,102.86,126.76,0.65
462,14,9,73,山北町,2084,0,107.02,105.37,0.63
463,14,3,12,開成町,1512,0,97.97,126.21,0.88
464,14,7,38,箱根町,1836,0,108.85,109.38,1.41
465,14,18,1194,真鶴町,5199,0,107.8,108.57,0.5
466,14,6,30,湯河原町,1742,4.06,109.58,117.21,0.72
467,14,16,310,愛川町,2676,0,101.45,107.43,1
468,15,23,991,新潟市,4320,0,115.08,116.92,0.75
469,15,15,692,長岡市,3499,0,107.17,116.68,0.61
470,15,5,452,三条市,2937,0,98.44,101.33,0.61
471,15,7,510,柏崎市,3045,0,100.2,109.46,0.71
472,15,13,681,新発田市,3466,0,108.95,113.18,0.49
473,15,10,603,小千谷市,3262,0,115.83,123.22,0.55
474,15,2,230,加茂市,2505,0,108.95,110.68,0.42
475,15,16,698,十日町市,3510,0,119.42,118.89,0.36
476,15,18,713,見附市,3531,0,128.24,133.25,0.53
477,15,6,507,村上市,3034,0.7,107.9,109.68,0.37
478,15,16,698,燕市,3510,31.07,124.67,130.09,0.67
479,15,1,50,糸魚川市,1900,0,107.95,112.28,0.44
480,15,11,653,妙高市,3423,7.81,125.14,126.58,0.45
481,15,22,967,五泉市,4244,0.09,124.01,120.79,0.45
482,15,21,952,上越市,4206,0,130.99,127.2,0.64
483,15,25,1064,阿賀野市,4536,0,100.64,105.41,0.41
484,15,24,1035,佐渡市,4443,0,72.3,94.35,0.24
485,15,4,340,魚沼市,2710,0,96.92,108.47,0.29
486,15,26,1135,南魚沼市,4825,0,92.01,112.45,0.43
487,15,20,898,胎内市,4052,0,120.26,121.97,0.48
488,15,12,659,聖籠町,3445,0,97.65,107.71,1.12
489,15,14,689,弥彦村,3488,0,97.93,103.76,0.42
490,15,9,594,田上町,3250,-0.03,92.41,93.32,0.4
491,15,19,790,阿賀町,3756,0,79.13,95.2,0.19
492,15,3,320,湯沢町,2700,0,110.75,113.17,0.99
493,15,8,584,関川村,3240,0,82.91,109.42,0.23
494,16,3,125,富山市,2268,0,100.04,110.05,0.8
495,16,9,634,高岡市,3376,0,120.33,125.93,0.75
496,16,4,353,魚津市,2730,0,106.47,111.71,0.67
497,16,12,1099,氷見市,4648,0,114.03,115.34,0.44
498,16,2,46,滑川市,1887,0,111.59,116.33,0.72
499,16,1,41,黒部市,1843,19.91,74.12,100.33,0.68
500,16,5,466,砺波市,2970,0,122.79,121.19,0.58
501,16,11,845,小矢部市,3898,0,95.04,116.64,0.57
502,16,6,538,南砺市,3132,0,85.21,88.8,0.36
503,16,10,667,射水市,3456,0,104.69,110.18,0.64
504,16,8,560,上市町,3175,0,115.25,114.08,0.46
505,16,7,553,立山町,3149,0,105.42,105.68,0.46
506,17,4,195,金沢市,2451,0,115.21,118.52,0.83
507,17,7,633,七尾市,3372,0,116.33,118.75,0.43
508,17,9,679,小松市,3460,0,120.06,122.22,0.71
509,17,11,863,輪島市,3960,0,86.18,109.87,0.23
510,17,18,1214,珠洲市,5400,0,88.7,116.62,0.23
511,17,14,967,加賀市,4244,0,95.81,98.18,0.57
512,17,12,894,羽咋市,4050,0,107.48,109.67,0.42
513,17,8,667,かほく市,3456,0,108.55,115.11,0.43
514,17,1,73,白山市,2084,0,105.58,112.08,0.65
515,17,3,162,能美市,2376,0,75.39,111.71,0.68
516,17,2,87,野々市市,2149,0,118.77,116.5,0.82
517,17,12,894,津幡町,4050,0,110.53,118.33,0.52
518,17,5,374,内灘町,2786,0,98.52,103.6,0.52
519,17,10,719,志賀町,3545,0,118.31,129.1,0.7
520,17,15,974,宝達志水町,4262,0,98.19,104.17,0.34
521,17,6,406,中能登町,2862,0,95.35,98.67,0.3
522,17,17,1185,穴水町,5136,0,97.78,115.26,0.26
523,17,16,1151,能登町,4920,0,106.04,114.59,0.2
524,18,1,36,福井市,1814,0,104.32,115.8,0.84
525,18,2,53,敦賀市,1944,0,110.41,110.6,0.97
526,18,11,349,小浜市,2721,0,124.5,126.66,0.43
527,18,15,745,大野市,3596,0,66.03,108.39,0.41
528,18,10,320,勝山市,2700,0,88.87,104.33,0.45
529,18,13,384,鯖江市,2808,0,79.74,85.46,0.66
530,18,14,406,あわら市,2862,0,73.73,109.67,0.65
531,18,7,176,越前市,2398,0,110.98,117.93,0.72
532,18,8,263,坂井市,2592,0,90.64,102.9,0.67
533,18,4,125,永平寺町,2268,0,113.4,117.61,0.41
534,18,5,162,南越前町,2376,0,58.87,100.13,0.29
535,18,12,379,越前町,2800,0,70.16,106.08,0.34
536,18,5,162,美浜町,2376,0,94.02,104.98,0.72
537,18,3,78,高浜町,2106,0,116.49,115.85,0.98
538,18,8,263,若狭町,2592,0,94.18,103.7,0.35
539,19,13,612,甲府市,3315,0,125.67,129.32,0.77
540,19,2,14,富士吉田市,1550,0,98.47,103.66,0.66
541,19,7,125,都留市,2268,0,89.56,114.58,0.49
542,19,10,447,山梨市,2926,0,91.76,100.92,0.43
543,19,10,447,韮崎市,2926,0,72.49,100.45,0.63
544,19,15,866,南アルプス市,3963,1.67,97.84,109.61,0.56
545,19,4,51,甲斐市,1911,0,105.59,112.5,0.66
546,19,8,133,笛吹市,2278,0,72.18,101.31,0.54
547,19,12,562,甲州市,3178,0,104.35,110.3,0.47
548,19,6,89,中央市,2157,0,96.67,109.04,0.71
549,19,9,136,市川三郷町,2280,0,101.93,107.03,0.35
550,19,5,70,富士川町,2070,0,108.69,113.11,0.37
551,19,3,20,忍野村,1620,0,55.88,66.09,1.39
552,19,1,3,富士河口湖町,1195,14.9,101.49,107.01,0.68
553,19,14,629,東部地域広域水道企業団,3358,0,53.04,90.07,-
554,20,12,597,長野県,3258,0,116.23,117.07,0.5
555,20,24,796,長野市,3769,0,113.14,124.63,0.72
556,20,29,830,松本市,3880,0,105.91,112.14,0.72
557,20,21,759,上田市,3633,0,114.57,119.95,0.6
558,20,25,798,岡谷市,3780,0,126.43,124.39,0.64
559,20,14,599,飯田市,3260,0,89.52,111.19,0.53
560,20,1,31,諏訪市,1777,0,120.78,119.35,0.75
561,20,31,844,須坂市,3890,0,121.55,128.58,0.55
562,20,15,637,小諸市,3390,0,115.12,119.78,0.56
563,20,44,1167,伊那市,5022,0,108.4,109.73,0.49
564,20,40,1018,駒ケ根市,4410,0,110.13,111.84,0.57
565,20,28,820,中野市,3834,0,117.89,119.85,0.51
566,20,8,431,大町市,2910,0,115.14,125.98,0.42
567,20,37,990,飯山市,4310,0,133.75,131.05,0.35
568,20,46,1214,茅野市,5400,0,131.78,131.38,0.64
569,20,33,912,塩尻市,4100,0,101.65,110.75,0.67
570,20,12,597,千曲市,3258,0,106.51,108.32,0.52
571,20,17,659,東御市,3445,0,122.25,120.95,0.5
572,20,45,1186,安曇野市,5140,0,111.77,118.45,0.57
573,20,5,248,小海町,2559,0,94.5,101.9,0.26
574,20,3,146,軽井沢町,2311,0,139.18,134.99,1.52
575,20,25,798,御代田町,3780,0,107.21,112.56,0.6
576,20,18,681,立科町,3466,0,111.65,116.86,0.34
577,20,4,192,下諏訪町,2440,0,94.76,100.28,0.59
578,20,7,384,富士見町,2808,0,128.07,123.8,0.56
579,20,6,263,原村,2592,0,105.7,113.34,0.37
580,20,10,574,辰野町,3217,0,110.59,111.83,0.46
581,20,16,645,箕輪町,3402,0,95.9,102.03,0.61
582,20,43,1134,飯島町,4816,0,105.15,107.16,0.4
583,20,38,1009,南箕輪村,4352,0,106.59,106.77,0.59
584,20,34,932,中川村,4136,0,134.13,131.15,0.21
585,20,25,798,宮田村,3780,0,111.52,112.08,0.52
586,20,22,788,松川町,3748,0,100.4,107.91,0.38
587,20,36,982,高森町,4285,-2.79,177.11,162.15,0.41
588,20,30,836,木曽町,3888,0,108.48,108.89,0.28
589,20,41,1032,山形村,4438,0,119.73,123.27,0.42
590,20,39,1015,池田町,4390,0,163.44,153.79,0.33
591,20,19,723,松川村,3560,0,116.32,122.21,0.38
592,20,23,789,白馬村,3750,0,116.47,119.88,0.45
593,20,20,743,小布施町,3592,0,154.83,153.26,0.4
594,20,11,584,高山村,3240,0,92.08,113.9,0.28
595,20,32,904,山ノ内町,4071,0,118.48,120.77,0.45
596,20,47,1244,木島平村,5994,0,117.71,127.4,0.19
597,20,2,101,野沢温泉村,2180,0,91.42,101.04,0.22
598,20,35,940,信濃町,4160,0,93.02,96.95,0.34
599,20,9,538,飯綱町,3132,0,86.21,106.43,0.28
600,20,42,1100,佐久水道企業団,4654,0,135.06,137.97,-
601,21,16,300,岐阜市,2651,0,120.21,120.38,0.85
602,21,18,431,大垣市,2910,0,114.3,122.32,0.89
603,21,20,488,高山市,3002,0,109.25,120.47,0.52
604,21,24,692,多治見市,3499,0,108.23,109.91,0.73
605,21,6,29,関市,1740,0,117.48,118.85,0.64
606,21,30,836,中津川市,3888,0,125.25,121.51,0.49
607,21,13,185,美濃市,2430,0,115.07,119.56,0.54
608,21,38,1227,瑞浪市,5562,0,95.61,99.55,0.61
609,21,1,20,羽島市,1620,0,131.08,135.07,0.74
610,21,26,760,恵那市,3656,0,123.97,125.3,0.47
611,21,28,798,美濃加茂市,3780,0,121.45,119.29,0.79
612,21,37,1149,土岐市,4914,0,109.31,115.38,0.64
613,21,27,766,各務原市,3672,0,113.98,121.94,0.87
614,21,32,948,可児市,4190,0,116.14,117.6,0.86
615,21,19,466,山県市,2970,0,105.65,109.69,0.41
616,21,9,58,瑞穂市,1987,0,124.55,124.55,0.77
617,21,14,216,飛騨市,2484,0,125.68,120.91,0.31
618,21,10,90,本巣市,2160,0,52.6,108.6,0.63
619,21,15,263,郡上市,2592,0,108.64,126.61,0.31
620,21,23,667,下呂市,3456,0,100.65,101.29,0.36
621,21,21,494,海津市,3020,0,93.73,105.33,0.52
622,21,5,28,岐南町,1713,0,126.76,128.73,0.94
623,21,3,24,笠松町,1630,0,118.65,130.66,0.7
624,21,22,641,養老町,3393,0,108.78,108.39,0.62
625,21,7,47,垂井町,1890,0,99.39,101.22,0.71
626,21,29,830,関ケ原町,3880,0,95.08,97.19,0.51
627,21,12,155,神戸町,2360,0,116.95,118.12,0.71
628,21,8,52,輪之内町,1940,0,142.74,138.26,0.58
629,21,17,379,安八町,2800,0,146.95,146.93,0.63
630,21,1,20,揖斐川町,1620,0,47.25,105.61,0.43
631,21,11,118,大野町,2247,0,109.24,110.24,0.64
632,21,25,739,池田町,3585,0,82.82,122.77,0.64
633,21,4,26,北方町,1663,0,129.36,130.56,0.63
634,21,34,1040,坂祝町,4460,0,112.12,116.89,0.58
635,21,33,983,富加町,4287,0,100.61,107.78,0.45
636,21,31,859,川辺町,3947,0,103.85,103.34,0.48
637,21,36,1136,八百津町,4827,0,111.39,111.1,0.4
638,21,35,1103,御嵩町,4665,0,112.68,112.51,0.64
639,22,10,108,静岡市,2210,0,116.24,120.46,0.92
640,22,9,90,浜松市,2160,0,105.02,109.83,0.89
641,22,4,19,沼津市,1610,0,116.78,123.37,0.96
642,22,19,249,熱海市,2562,0,116.42,118.33,0.92
643,22,3,17,三島市,1600,0,93.92,108.68,0.93
644,22,5,32,富士宮市,1782,0,122.37,123.14,0.92
645,22,15,200,伊東市,2454,0,119.9,123.48,0.76
646,22,13,143,島田市,2298,4.55,110.74,111.62,0.76
647,22,14,173,富士市,2397,43.19,119.36,127.46,0.99
648,22,16,203,磐田市,2458,0,105.85,106.85,0.86
649,22,8,72,焼津市,2074,0,120.96,120.52,0.89
650,22,29,584,掛川市,3240,0,102.68,104.92,0.9
651,22,22,320,藤枝市,2700,0,127.73,128.57,0.87
652,22,22,320,御殿場市,2700,0,124.91,133.61,1.02
653,22,28,529,袋井市,3108,6.4,112.21,112.22,0.87
654,22,34,1008,下田市,4351,0,113.1,113.72,0.5
655,22,18,240,裾野市,2538,0,141.31,139.32,1.08
656,22,33,766,湖西市,3672,0,114.4,116.29,1.01
657,22,25,414,伊豆市,2865,0,108.47,113.92,0.54
658,22,17,216,御前崎市,2484,0,71.2,100,1
659,22,31,735,菊川市,3570,0,103.1,106.52,0.75
660,22,6,43,伊豆の国市,1867,-2.81,109.3,116.45,0.75
661,22,32,752,牧之原市,3618,0,103.65,104.15,0.82
662,22,24,376,東伊豆町,2797,0,109.69,110.05,0.64
663,22,21,263,河津町,2592,0,98.39,104.57,0.4
664,22,30,728,南伊豆町,3564,0,91.89,109.58,0.31
665,22,20,253,松崎町,2579,0,108.57,107.88,0.31
666,22,7,66,西伊豆町,2052,0,117.96,119.55,0.33
667,22,12,124,函南町,2266,14.44,125.34,131.54,0.79
668,22,2,11,長泉町,1500,0,123.6,126.05,1.33
669,22,1,4,小山町,1250,0,126.97,122.73,0.93
670,22,26,418,吉田町,2872,0,121.14,120.49,0.94
671,22,27,435,森町,2916,0,98.13,112,0.61
672,22,11,119,大井上水道企業団,2248,0,113.33,113.23,-
673,23,24,406,名古屋市,2862,0,96.35,102.79,0.99
674,23,10,207,豊橋市,2473,0,112.7,112.28,0.97
675,23,31,524,岡崎市,3099,0,132.08,131.74,1
676,23,2,49,一宮市,1891,0,104.55,105.8,0.84
677,23,22,373,瀬戸市,2781,0,121.42,120.17,0.86
678,23,4,83,半田市,2110,0,110.19,115.51,0.96
679,23,10,207,春日井市,2473,0,110.64,115.52,0.97
680,23,27,435,豊川市,2916,0,114.06,116.31,0.88
681,23,41,918,津島市,4102,0,113.59,114.45,0.74
682,23,32,538,碧南市,3132,0,111.7,113.01,1.18
683,23,6,133,刈谷市,2278,0,108.36,111.74,1.34
684,23,19,340,豊田市,2710,0,101.71,105.65,1.3
685,23,15,263,安城市,2592,0,117.47,120.85,1.27
686,23,18,320,西尾市,2700,0,115.98,119.71,0.98
687,23,30,476,蒲郡市,2980,0,113.04,114.62,0.86
688,23,1,7,犬山市,1452,0,114.77,115.02,0.91
689,23,24,406,常滑市,2862,0,126.63,121.44,0.97
690,23,3,78,江南市,2106,0,109.95,112.77,0.81
691,23,7,142,小牧市,2295,0,104.72,111.36,1.18
692,23,38,728,稲沢市,3564,0,135.97,134.62,0.92
693,23,37,698,新城市,3510,0,96.6,101.16,0.6
694,23,12,211,東海市,2480,0,108.55,111.32,1.27
695,23,23,379,大府市,2800,0,129.28,130.3,1.1
696,23,8,150,知多市,2332,0,104.74,111.18,0.97
697,23,33,584,知立市,3240,0,109.64,112.04,0.98
698,23,34,608,尾張旭市,3294,0,119.93,120.79,0.93
699,23,35,621,高浜市,3332,0,114.79,115.66,0.99
700,23,5,100,岩倉市,2170,0,115.74,116.73,0.81
701,23,40,836,田原市,3888,0,95.45,101.42,1.02
702,23,20,361,愛西市,2754,14.27,100.73,101.78,0.64
703,23,24,406,清須市,2862,0,112.06,111.7,0.93
704,23,14,240,あま市,2538,0,106.22,110.31,0.77
705,23,29,466,蟹江町,2970,0,106.11,108.99,0.9
706,23,20,361,阿久比町,2754,0,110.17,113.04,0.83
707,23,9,191,東浦町,2431,0,116.42,121.59,0.96
708,23,28,456,南知多町,2941,0,88.72,100.27,0.53
709,23,36,695,美浜町,3500,0,114.71,113.73,0.73
710,23,15,263,武豊町,2592,0,121.76,119.78,0.99
711,23,13,230,幸田町,2505,0,123.71,123.9,1.18
712,23,43,1177,海部南部水道企業団,5076,0,113.27,113.55,-
713,23,42,920,北名古屋水道企業団,4104,0,120.16,118.27,-
714,23,17,292,丹羽広域事務組合,2634,0,107.16,110.5,-
715,23,39,739,愛知中部水道企業団,3585,0,117.47,119.18,-
716,24,14,406,津市,2862,0,100.8,108.01,0.74
717,24,16,430,四日市市,2905,0,116.28,122.89,1
718,24,11,366,伊勢市,2759,0,120.86,121.61,0.63
719,24,22,640,松阪市,3391,0,109.68,112.92,0.63
720,24,2,36,桑名市,1814,0,86.09,91.12,0.86
721,24,13,384,鈴鹿市,2808,0,105.4,106.87,0.87
722,24,6,162,名張市,2376,0,102.33,108.73,0.73
723,24,21,579,尾鷲市,3229,0,113.37,117.98,0.39
724,24,5,114,亀山市,2235,0,106.4,110.11,0.95
725,24,24,762,鳥羽市,3661,0,135.33,127.67,0.45
726,24,7,185,熊野市,2430,0,97.88,101.8,0.27
727,24,9,263,いなべ市,2592,0,102.57,109.57,0.83
728,24,26,1013,志摩市,4384,0,122.97,122.79,0.41
729,24,25,798,伊賀市,3780,0,112.09,116.08,0.64
730,24,10,320,木曽岬町,2700,0,89.5,91.29,0.51
731,24,1,27,東員町,1674,0,116.96,118.39,0.82
732,24,3,60,菰野町,1998,0,106.05,110.67,0.79
733,24,17,483,朝日町,2992,-8.78,110.79,113.4,0.78
734,24,4,85,川越町,2134,0,92.2,103.36,1.28
735,24,19,538,多気町,3132,0,98.01,107.33,0.57
736,24,8,224,明和町,2490,0,102.34,108.08,0.57
737,24,18,486,玉城町,3000,0,121.23,121.73,0.6
738,24,23,698,南伊勢町,3510,0,102.13,102.25,0.21
739,24,15,425,紀北町,2894,0,103.76,106.16,0.29
740,24,12,371,御浜町,2780,2.96,80.44,90.56,0.28
741,24,20,557,紀宝町,3160,0,96.24,109.77,0.32
742,25,2,116,大津市,2246,0,101.62,108.53,0.81
743,25,6,285,彦根市,2613,0,117.74,121.2,0.78
744,25,10,530,近江八幡市,3110,0,101.92,106.98,0.68
745,25,5,240,草津市,2538,0,122.85,119.74,0.93
746,25,9,395,守山市,2830,0,99.64,106.99,0.85
747,25,4,162,栗東市,2376,0,101.19,103.8,0.98
748,25,18,1199,甲賀市,5260,0,113.13,115.7,0.71
749,25,1,110,野洲市,2214,0,100.18,102.98,0.83
750,25,15,980,湖南市,4267,0,106.23,107.05,0.85
751,25,3,123,高島市,2265,0,109.67,111.57,0.39
752,25,11,637,東近江市,3390,6.27,102.15,112.91,0.66
753,25,12,711,米原市,3530,0,102.97,111.91,0.57
754,25,17,1060,日野町,4530,0,105.76,108.79,0.68
755,25,16,1021,竜王町,4420,0,90.68,102.84,0.99
756,25,14,783,甲良町,3720,0,113.2,114.87,0.4
757,25,13,766,多賀町,3672,0,78.01,101.38,0.69
758,25,8,369,長浜水道企業団,2774,0,109.97,119.18,-
759,25,7,307,愛知郡広域行政組合,2670,0,126.58,131.11,-
760,26,13,461,京都市,2959,0,113.84,121.13,0.81
761,26,10,415,福知山市,2867,0,93.13,99.45,0.54
762,26,11,418,舞鶴市,2872,15.62,113.59,116.23,0.71
763,26,20,920,綾部市,4104,-8.86,112.08,116.12,0.49
764,26,12,445,宇治市,2922,17.87,99.91,110.62,0.76
765,26,8,357,宮津市,2741,0,107.59,110.4,0.41
766,26,2,106,亀岡市,2205,0,96.23,109.12,0.59
767,26,3,151,城陽市,2354,0,97.02,108.71,0.63
768,26,19,815,向日市,3812,0,111.17,117.11,0.72
769,26,17,600,長岡京市,3261,0,103.16,110.28,0.84
770,26,6,316,八幡市,2692,0,78.79,90.66,0.7
771,26,4,161,京田辺市,2371,0,87.11,100.42,0.78
772,26,18,785,京丹後市,3728,0,85.13,87.95,0.31
773,26,15,565,南丹市,3190,0,136.45,131.57,0.34
774,26,14,498,木津川市,3024,0,86.85,102.52,0.66
775,26,21,937,大山崎町,4158,0,88.82,98.86,0.81
776,26,5,235,久御山町,2515,0,84.06,100.28,1.08
777,26,6,316,井手町,2692,0,97.44,110.34,0.36
778,26,9,401,宇治田原町,2851,0,91.72,110.3,0.63
779,26,1,103,精華町,2191,0,61.85,100.54,0.71
780,26,16,583,与謝野町,3236,0,104.93,105.32,0.3
781,27,1,71,大阪市,2073,0,122.16,128.29,0.93
782,27,9,216,堺市,2484,0,107.37,111.49,0.85
783,27,16,288,岸和田市,2624,0,104.52,108.08,0.6
784,27,8,195,豊中市,2451,0,98.84,110.76,0.91
785,27,15,282,池田市,2602,0,101.25,112.58,0.85
786,27,2,112,吹田市,2224,7.54,108.36,116.17,0.98
787,27,38,549,泉大津市,3140,0,115.2,121.28,0.72
788,27,5,162,高槻市,2376,2.81,119.67,125.65,0.8
789,27,4,157,貝塚市,2365,0,102.01,107.92,0.69
790,27,14,257,守口市,2590,0,99.4,106.12,0.74
791,27,3,114,枚方市,2235,0,119.27,123.68,0.8
792,27,5,162,茨木市,2376,0,106.08,114.12,0.96
793,27,21,349,八尾市,2721,0,107.55,113.5,0.75
794,27,31,461,泉佐野市,2959,0,114.78,117.6,0.94
795,27,7,171,富田林市,2378,0,118.32,118.26,0.65
796,27,12,247,寝屋川市,2553,0,99.89,104.48,0.67
797,27,28,443,河内長野市,2921,0,97.63,110.84,0.65
798,27,34,517,松原市,3067,0,110.25,112.46,0.6
799,27,13,252,大東市,2577,0,106.91,112.4,0.76
800,27,10,238,和泉市,2527,0,112.5,116.44,0.72
801,27,30,460,箕面市,2958,0,109.26,120.28,0.96
802,27,17,290,柏原市,2629,0,116.62,119.61,0.63
803,27,19,318,羽曳野市,2694,0,126.68,126.34,0.56
804,27,32,488,門真市,3002,0,118.77,124.74,0.69
805,27,22,352,摂津市,2728,0,108.56,115.11,0.98
806,27,23,404,高石市,2858,0,98.64,105.13,0.86
807,27,27,431,藤井寺市,2910,0,108.45,112.46,0.62
808,27,11,246,東大阪市,2550,0,96.22,104.41,0.75
809,27,39,648,泉南市,3408,0,113.86,115.43,0.76
810,27,25,417,四條畷市,2870,0,101.09,112.17,0.61
811,27,24,413,交野市,2864,0,90.36,100.71,0.71
812,27,18,303,大阪狭山市,2656,2.83,102.32,109.52,0.71
813,27,29,445,阪南市,2922,0,101.64,108.69,0.55
814,27,26,418,島本町,2872,0,113.1,115.69,0.79
815,27,42,873,豊能町,3996,0,75.22,88.96,0.51
816,27,43,1131,能勢町,4806,0,56.18,96.96,0.42
817,27,35,524,忠岡町,3099,0,98.52,106.35,0.57
818,27,20,348,熊取町,2720,0,105.3,109.01,0.64
819,27,36,528,田尻町,3100,0,108.96,113.17,1.37
820,27,41,794,岬町,3760,0,108.76,112.43,0.53
821,27,37,538,太子町,3132,0,103.43,113.24,0.52
822,27,33,498,河南町,3024,0,85.42,96.22,0.46
823,27,40,720,千早赤阪村,3548,0,71.73,96.56,0.31
824,28,11,237,神戸市,2516,0,103.6,110.44,0.8
825,28,7,223,姫路市,2489,15.02,110.61,118.51,0.87
826,28,9,230,尼崎市,2505,0,101.47,112.06,0.82
827,28,8,225,明石市,2494,0,108.77,116.96,0.78
828,28,19,403,西宮市,2856,7.09,101.87,109.56,0.91
829,28,17,354,芦屋市,2732,0,97.68,107.32,0.95
830,28,9,230,伊丹市,2505,0,101.53,110.68,0.83
831,28,25,616,豊岡市,3326,0,93.17,114.25,0.39
832,28,12,245,加古川市,2548,0,99.97,120.74,0.88
833,28,1,1,赤穂市,961,0,105.82,109.86,0.72
834,28,29,698,西脇市,3510,0,98.83,103.32,0.47
835,28,14,263,宝塚市,2592,0,97.55,106.97,0.88
836,28,14,263,三木市,2592,0,105.24,111.75,0.7
837,28,2,6,高砂市,1436,0,112.83,114.73,0.9
838,28,23,538,川西市,3132,0,100.7,109.32,0.74
839,28,31,824,小野市,3855,0,129.38,128.22,0.68
840,28,21,466,三田市,2970,0,122.5,127.25,0.84
841,28,26,623,加西市,3340,0,97.14,103.34,0.64
842,28,40,1167,篠山市,5022,0,75.5,112.6,0.4
843,28,37,1089,養父市,4600,0,102.35,104.35,0.23
844,28,36,1044,丹波市,4476,0,86.9,108.44,0.43
845,28,27,651,朝来市,3420,0,110.6,114.17,0.41
846,28,32,834,宍粟市,3886,0,57.51,93.76,0.35
847,28,30,762,加東市,3661,0,118.93,120.73,0.72
848,28,3,32,たつの市,1782,0,113.79,116.33,0.58
849,28,23,538,猪名川町,3132,0,73.8,90.82,0.61
850,28,34,991,多可町,4320,0,112.46,123.95,0.33
851,28,18,359,稲美町,2750,0,110.62,114.71,0.75
852,28,16,320,播磨町,2700,0,115.98,117.76,0.89
853,28,13,254,市川町,2580,0,101.35,102.17,0.39
854,28,6,76,福崎町,2100,0,110.03,112.1,0.73
855,28,35,1011,神河町,4370,0,81.81,108.56,0.42
856,28,5,66,太子町,2052,0,100.05,107.14,0.69
857,28,20,435,上郡町,2916,0,114.08,118.32,0.57
858,28,33,873,佐用町,3996,0,73.78,86.86,0.31
859,28,21,466,香美町,2970,0,67.48,81.63,0.25
860,28,28,664,新温泉町,3450,0,82.8,99.4,0.26
861,28,4,55,西播磨水道企業団,1975,0,113,120.88,-
862,28,38,1095,淡路広域水道企業団,4644,0,78.12,107.48,-
863,28,38,1095,播磨高原広域事務組合,4644,0,40.68,100,-
864,29,4,659,奈良市,3445,0,114.28,115.22,0.76
865,29,23,1043,大和高田市,4471,0,111.73,116.57,0.48
866,29,8,745,大和郡山市,3596,0,115.18,116,0.7
867,29,17,888,天理市,4039,0,114.02,113.66,0.58
868,29,11,811,橿原市,3801,0,111.19,112.78,0.7
869,29,6,728,桜井市,3564,0,99.33,101.79,0.53
870,29,3,492,五條市,3013,0,99.15,103.04,0.35
871,29,25,1063,御所市,4535,0,84.52,112.84,0.4
872,29,7,738,生駒市,3581,0,113.17,116.52,0.82
873,29,5,698,香芝市,3510,0,106.16,116.07,0.68
874,29,1,122,葛城市,2260,0,129.18,130.61,0.53
875,29,24,1058,宇陀市,4525,0,79.84,107.34,0.3
876,29,13,836,平群町,3888,0,86.83,97.83,0.49
877,29,22,1024,三郷町,4428,0,102.93,104.41,0.48
878,29,16,887,斑鳩町,4028,0,103.78,107.21,0.55
879,29,15,861,安堵町,3950,0,97.18,102.43,0.36
880,29,14,846,川西町,3900,0,108.76,120.8,0.48
881,29,21,991,三宅町,4320,0,114.54,118.54,0.3
882,29,12,830,田原本町,3880,0,99.4,104.46,0.56
883,29,28,1162,高取町,5000,0,115.16,119.46,0.32
884,29,20,940,明日香村,4160,0,89.53,94.58,0.24
885,29,18,894,上牧町,4050,0,110.1,118.35,0.48
886,29,19,912,王寺町,4100,0,119.85,117.96,0.65
887,29,9,755,広陵町,3625,0,104.23,112.58,0.6
888,29,10,780,河合町,3710,0,103.74,109.11,0.53
889,29,27,1106,吉野町,4698,0,94.3,110.59,0.26
890,29,2,173,大淀町,2397,12.8,107.61,110.83,0.45
891,29,26,1100,下市町,4654,0,60.47,106.04,0.22
892,30,10,384,和歌山市,2808,0,109.43,114.05,0.81
893,30,11,400,海南市,2849,0,98.33,107.15,0.57
894,30,20,723,橋本市,3560,0,116.03,117.35,0.47
895,30,3,84,有田市,2127,0,106.8,107.81,0.5
896,30,8,211,御坊市,2480,0,116,116.8,0.52
897,30,9,320,田辺市,2700,0,124.99,124.69,0.38
898,30,16,538,新宮市,3132,0,114.52,114.08,0.37
899,30,14,476,紀の川市,2980,0,100.66,103.69,0.41
900,30,6,158,岩出市,2370,0,125,121.87,0.64
